vehicle_x,vehicle_y,vehicle_z
36.8906,1.71199,0.00853423
36.9407,1.72144,0.0085347
36.9907,1.73118,0.00852889
37.0409,1.74081,0.00853235
37.0914,1.74812,0.00853053
37.142,1.75456,0.0085311
37.1757,1.75908,0.00853324
37.2262,1.76616,0.00852907
37.2766,1.7739,0.00853385
37.3269,1.78181,0.00853175
37.3774,1.78943,0.00853601
37.4278,1.79714,0.00853135
37.4781,1.80517,0.00852598
37.5284,1.81352,0.00852624
37.5788,1.82183,0.00853062
37.6295,1.82773,0.00853229
37.6804,1.83202,0.00853442
37.7311,1.83667,0.00852996
37.7818,1.84221,0.00852723
37.8324,1.84826,0.0085292
37.8831,1.85433,0.00853031
37.9337,1.86033,0.00853011
37.9675,1.86439,0.00853184
38.0181,1.87068,0.00853311
38.0686,1.87731,0.00852908
38.1195,1.88231,0.00853625
38.1705,1.88493,0.00853285
38.2214,1.88739,0.00852874
38.2722,1.8908,0.00852634
38.3231,1.89489,0.00852771
38.3739,1.89899,0.0085331
38.4247,1.90303,0.00852907
38.4756,1.90714,0.00852684
38.5264,1.91152,0.00853389
38.5772,1.91581,0.00853057
38.6283,1.91769,0.00853557
38.6793,1.91838,0.0085277
38.7303,1.9193,0.00853549
38.7642,1.92027,0.00853184
38.8152,1.92209,0.00853174
38.8661,1.92423,0.00853588
38.9171,1.92633,0.00852812
38.9681,1.92841,0.00852873
39.019,1.93078,0.00853224
39.07,1.93318,0.00852654
39.121,1.93313,0.00853389
39.172,1.93156,0.0085302
39.223,1.93036,0.00853071
39.274,1.93004,0.0085335
39.325,1.93015,0.00852922
39.376,1.93029,0.00853288
39.427,1.93039,0.00852946
39.478,1.93061,0.00852775
39.529,1.93072,0.00852754
39.563,1.92933,0.0085299
39.614,1.92612,0.00852722
39.6648,1.92272,0.00853061
39.7157,1.92032,0.00853171
39.7667,1.91872,0.00852656
39.8177,1.91699,0.00853315
39.8686,1.9149,0.00852749
39.9196,1.91292,0.0085342
39.9706,1.9113,0.00852965
40.0215,1.91003,0.00852567
40.0726,1.90864,0.00852782
40.1235,1.90475,0.00853709
40.1742,1.8994,0.00852778
40.225,1.89442,0.0085318
40.2758,1.89027,0.00852546
40.3097,1.88777,0.0085297
40.3605,1.88407,0.00852896
40.4114,1.88021,0.00853101
40.4622,1.87632,0.00852993
40.5131,1.87279,0.00853315
40.564,1.86941,0.00853179
40.6148,1.86356,0.00853348
40.6653,1.85634,0.00852801
40.7158,1.84951,0.00852736
40.7664,1.84349,0.00852436
40.8171,1.83786,0.00853553
40.8678,1.83225,0.00853433
40.9185,1.82657,0.00853202
