vehicle_x,vehicle_y,vehicle_z
11.4532,1.50472,0.00846748
11.4866,1.49581,0.00846753
11.53,1.48411,0.00851492
11.5792,1.47072,0.00856056
11.6276,1.45744,0.00855983
11.6739,1.4446,0.00855903
11.7179,1.43231,0.00855827
11.7597,1.42058,0.00855748
11.7993,1.40936,0.00855669
11.8369,1.39866,0.00855587
11.8726,1.38844,0.00855511
11.8954,1.3819,0.00855463
11.9279,1.37251,0.00846964
11.9588,1.3635,0.00846776
11.9926,1.35362,0.00846792
12.0363,1.34073,0.00846767
12.0851,1.32619,0.00852827
12.1336,1.31164,0.00856113
12.1804,1.29745,0.00856027
12.2248,1.28388,0.0085595
12.267,1.27091,0.00855871
12.3071,1.25851,0.00855779
12.345,1.24668,0.00855688
12.3811,1.23538,0.008556
12.4152,1.22461,0.00855515
12.4476,1.21433,0.00855442
12.47,1.20719,0.00855455
12.5121,1.19367,0.00848925
12.5606,1.17796,0.00846744
12.6091,1.16216,0.0084674
12.657,1.14645,0.00853307
12.7034,1.13118,0.00855887
12.7473,1.1166,0.00855809
12.7891,1.1027,0.00855737
12.8287,1.08945,0.00855666
12.8662,1.07682,0.00852691
12.9019,1.06479,0.00846746
12.9357,1.05334,0.00846744
12.9677,1.04244,0.00848199
13.0027,1.03047,0.00855979
13.0477,1.01497,0.00856045
13.0958,0.998275,0.0085599
13.1279,0.987106,0.00855956
13.1755,0.970492,0.00855898
13.2215,0.954363,0.00855822
13.2652,0.938983,0.00855732
13.3066,0.924328,0.00855643
13.3459,0.91037,0.00855554
13.3832,0.897081,0.00855473
13.4186,0.884431,0.00855409
13.4521,0.872391,0.00846801
13.4886,0.859248,0.00846786
13.5345,0.842627,0.00846786
13.5824,0.825191,0.00846761
13.6303,0.807691,0.00851937
13.6781,0.790156,0.00856075
13.7243,0.773146,0.00855988
13.7682,0.756938,0.00855905
13.7962,0.74656,0.00855837
13.8361,0.731709,0.00855742
13.8743,0.717487,0.00855655
13.9105,0.703954,0.0085557
13.9448,0.691081,0.00855494
13.9818,0.677164,0.00855528
14.0278,0.659794,0.00848359
14.0755,0.641717,0.00846741
14.1232,0.623598,0.00847744
14.1708,0.605439,0.00855798
14.2176,0.587559,0.00855864
14.2624,0.570394,0.00855785
14.305,0.554064,0.00855711
14.3453,0.538533,0.00855636
14.3836,0.523768,0.00847679
14.42,0.509737,0.00846744
14.4431,0.500774,0.00846743
14.4802,0.48641,0.00850362
14.5261,0.46856,0.00856051
14.5736,0.450046,0.0085599
14.6211,0.431501,0.00855935
14.6686,0.412926,0.00855885
14.7159,0.394408,0.00855828
14.7613,0.376579,0.00855732
